Fecha y Hora,suc_id,suc_nombre,region,plaza,No. De Movimientos,total,efectivo,tajeta1
2016-12-10 14:14,10,F A TUXTLA GTZ 5 DE MAYO,SURESTE,TUXTLA,19,201,0,0
2016-12-10 14:14,1003,F A VILLAHERMOSA GUACAMAYOS,SURESTE,VILLAHERMOSA,76,556,0,0
2016-12-10 14:14,1004,F A VILLAHERMOSA RAMON MENDOZA,SURESTE,VILLAHERMOSA,87,551,0,0
2016-12-10 14:14,1016,F A VILLAHERMOSA FUENTE MAYA,SURESTE,VILLAHERMOSA,62,595,0,0
2016-12-10 14:14,1054,F A COATZACOALCOS FLORES MAGON,SURESTE,VILLAHERMOSA,12,119,0,0
2016-12-10 14:14,11,F A TUXTLA GTZ 9A. NORTE,SURESTE,TUXTLA,57,349,0,0
2016-12-10 14:14,1106,F A TAPACHULA HOSPITAL,SURESTE,TAPACHULA,197,473,0,0
2016-12-10 14:14,1119,F A IXTEPEC IXTEPEC F,SURESTE,TUXTLA,16,77,0,0
2016-12-10 14:14,1120,F A TUXTLA GTZ MOCTEZUMA,SURESTE,TUXTLA,12,116,0,0
2016-12-10 14:14,1125,F A TAPACHULA 5 DE FEBRERO,SURESTE,TAPACHULA,167,745,0,0
2016-12-10 14:14,1131,F A OAXACA DEL BOSQUE,CENTRO SUR,OAXACA,22,319,0,0
2016-12-10 14:14,1138,F A HUIMANGUILLO HUIMANGUILLO,SURESTE,VILLAHERMOSA,81,744,0,0
2016-12-10 14:14,1142,F A OAXACA DOLORES,CENTRO SUR,OAXACA,3,106,0,0
2016-12-10 14:14,1174,F A VILLAHERMOSA SAMARKANDA,SURESTE,VILLAHERMOSA,15,2432,0,0
2016-12-10 14:14,1179,F A MINATITLAN 5 DE FEBRERO,SURESTE,VILLAHERMOSA,15,59,0,0
2016-12-10 14:14,1187,F A TUXTLA GTZ 21 PONIENTE,SURESTE,TUXTLA,49,255,0,0
2016-12-10 14:14,1188,F A SALINA CRUZ SALINA CRUZ F,SURESTE,TUXTLA,1,1,0,0
2016-12-10 14:14,1197,F A COATZACOALCOS EL PALMAR,SURESTE,VILLAHERMOSA,41,200,0,0
2016-12-10 14:14,12,F A TUXTLA GTZ MEXICANA,SURESTE,TUXTLA,31,157,0,0
2016-12-10 14:14,126,F A TAPACHULA 5A PONIENTE,SURESTE,TAPACHULA,299,1079,0,0
2016-12-10 14:14,127,F A TAPACHULA SAN JUAN,SURESTE,TAPACHULA,209,571,0,0
2016-12-10 14:14,128,F A TAPACHULA 4A NORTE,SURESTE,TAPACHULA,71,374,0,0
2016-12-10 14:14,13,F A TUXTLA GTZ 10A. PONIENTE,SURESTE,TUXTLA,2,14,0,0
2016-12-10 14:14,130,F A VILLAHERMOSA LA PAZ,SURESTE,VILLAHERMOSA,194,1522,0,0
2016-12-10 14:14,1308,F A VILLAHERMOSA JUAN ALDAMA,SURESTE,VILLAHERMOSA,55,810,0,0
2016-12-10 14:14,131,F A VILLAHERMOSA CATEDRAL,SURESTE,VILLAHERMOSA,18,107,0,0
